CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,activity_date,year,month,location_order,location_name
pH,NA,8.61,None,5/29/2018,2018,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Conductivity,Total,982,umho/cm,6/28/2018,2018,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of cations,Total,19.64,meq/L,7/26/2018,2018,7,21NDHDWQ_WQX-385549,Turtle Creek-Above Turtle Lake
Selenium,Total Recoverable,3.17,ug/L,10/23/2002,2002,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Cations-Anions,Total,0.166,meq/L,8/12/2002,2002,8,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Conductivity,Total,1390,umho/cm,6/3/2002,2002,6,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Calcium,Total Recoverable,70.2,mg/L,7/10/2002,2002,7,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,638,uS/cm,8/2/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,649,uS/cm,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.95,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Selenium,Total Recoverable,2.98,ug/L,4/29/2002,2002,4,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Specific conductance,NA,638,uS/cm,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Total dissolved solids,Total,1020,mg/L,9/29/2002,2002,9,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
pH,NA,8.55,None,8/8/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,2.32,None,7/6/2002,2002,7,21NDHDWQ_WQX-381171,Lake Ashtabula
"Hardness, carbonate",Total,252,mg/L,7/8/2002,2002,7,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Specific conductance,NA,593,uS/cm,6/26/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,0.571,mg/L,9/18/2002,2002,9,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Aluminum,Total Recoverable,NA,NA,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Total dissolved solids,Total,728,mg/L,9/14/2002,2002,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.05,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Selenium,Total Recoverable,NA,NA,7/8/2002,2002,7,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Sodium,Total Recoverable,46.9,%,8/12/2002,2002,8,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Total dissolved solids,Total,895,mg/L,2/19/2002,2002,2,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Sum of anions,Total,14.45,meq/L,8/12/2002,2002,8,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Specific conductance,NA,639,uS/cm,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,640,uS/cm,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,0.12,meq/L,6/5/2002,2002,6,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,599,uS/cm,6/26/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
Carbonate,Total,22,mg/L,8/18/2002,2002,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Aluminum,Total Recoverable,3370,ug/L,7/8/2002,2002,7,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Specific conductance,NA,650,uS/cm,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.15,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.42,None,8/8/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.44,None,6/26/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,589,uS/cm,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Bicarbonate,Total,430,mg/L,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,602,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,599,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Sulfate,Dissolved,216,mg/L,4/29/2002,2002,4,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Sodium,Total Recoverable,109,mg/L,8/14/2002,2002,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Total dissolved solids,Total,862,mg/L,9/18/2002,2002,9,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.2,None,8/14/2002,2002,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,588,uS/cm,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Carbonate,Total,20,mg/L,9/14/2002,2002,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.23,None,8/22/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium,Total Recoverable,169,mg/L,6/3/2002,2002,6,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Zinc,Total Recoverable,25,ug/L,10/23/2002,2002,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sodium,Total Recoverable,135,mg/L,2/21/2002,2002,2,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Alkalinity, total",Total,356,mg/L,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,1.84,%,7/6/2002,2002,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.66,None,8/22/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Sum of anions,Total,20.42,meq/L,8/18/2002,2002,8,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
Manganese,Total Recoverable,0.295,mg/L,4/29/2002,2002,4,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Specific conductance,NA,597,uS/cm,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,599,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Sulfate,Dissolved,218,mg/L,7/8/2002,2002,7,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Specific conductance,NA,597,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,636,uS/cm,8/2/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,632,uS/cm,6/14/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.08,None,6/26/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.66,None,8/22/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Iron,Total Recoverable,2.4,mg/L,8/12/2002,2002,8,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Zinc,Total Recoverable,24.3,ug/L,8/12/2002,2002,8,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Aluminum,Total Recoverable,62,ug/L,8/18/2002,2002,8,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
pH,NA,8.04,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,654,uS/cm,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Iron,Total Recoverable,0.101,mg/L,9/14/2002,2002,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.47,None,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,-1.13,%,8/19/2002,2002,8,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
Sulfate,Dissolved,274,mg/L,6/5/2002,2002,6,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.16,None,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium,Total Recoverable,58.2,%,7/25/2002,2002,7,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
Specific conductance,NA,599,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.6,None,8/22/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,599,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.52,None,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,600,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Iron,Total Recoverable,0.331,mg/L,2/21/2002,2002,2,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sulfate,Dissolved,258,mg/L,8/18/2002,2002,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,642,uS/cm,9/17/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,-0.263,meq/L,8/18/2002,2002,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.66,None,8/22/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.5,None,6/3/2002,2002,6,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
pH,NA,7.96,None,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,0.547,mg/L,8/12/2002,2002,8,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
pH,Total,7.97,None,5/1/2002,2002,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Selenium,Total Recoverable,NA,NA,7/8/2002,2002,7,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Sum of cations,Total,15.03,meq/L,5/1/2002,2002,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sum of cations,Total,12.71,meq/L,8/14/2002,2002,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,647,uS/cm,7/16/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium,Total Recoverable,37,%,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Iron,Total Recoverable,0.081,mg/L,8/18/2002,2002,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,21,mg/L,9/14/2002,2002,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.45,None,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,0.267,mg/L,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Conductivity,Total,1770,umho/cm,7/24/2002,2002,7,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
pH,NA,8.02,None,6/26/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
"Alkalinity, total",Total,316,mg/L,7/10/2002,2002,7,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Cations-Anions,Total,-2.58,%,9/18/2002,2002,9,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Hardness, carbonate",Total,409,mg/L,10/23/2002,2002,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sulfate,Dissolved,265,mg/L,9/14/2002,2002,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Total dissolved solids,Total,664,mg/L,10/21/2002,2002,10,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Specific conductance,NA,600,uS/cm,6/26/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,Total,8.54,None,7/24/2002,2002,7,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
Manganese,Total Recoverable,0.505,mg/L,6/5/2002,2002,6,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sodium,Total Recoverable,105,mg/L,8/18/2002,2002,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.2,None,8/8/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,0.41,%,9/14/2002,2002,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Aluminum,Total Recoverable,600,ug/L,5/1/2002,2002,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sum of cations,Total,12.55,meq/L,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,460,mg/L,2/21/2002,2002,2,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.01,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Sum of cations,Total,14.24,meq/L,9/18/2002,2002,9,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,633,uS/cm,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Aluminum,Total Recoverable,87,ug/L,8/18/2002,2002,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.53,None,8/8/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,0.257,mg/L,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,446,mg/L,2/19/2002,2002,2,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Specific conductance,NA,604,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,634,uS/cm,9/25/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Total dissolved solids,Total,958,mg/L,6/3/2002,2002,6,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Manganese,Total Recoverable,0.167,mg/L,2/19/2002,2002,2,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
pH,NA,8.53,None,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.37,None,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.01,None,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Bicarbonate,Total,369,mg/L,9/14/2002,2002,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,NA,NA,7/8/2002,2002,7,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,2.81,None,9/18/2002,2002,9,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Conductivity,Total,1330,umho/cm,2/19/2002,2002,2,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Manganese,Total Recoverable,0.539,mg/L,5/1/2002,2002,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.53,None,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Magnesium,Total Recoverable,48.8,mg/L,7/6/2002,2002,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Aluminum,Total Recoverable,1800,ug/L,8/12/2002,2002,8,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Sum of anions,Total,20.85,meq/L,7/24/2002,2002,7,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
pH,NA,8.64,None,8/22/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,642,uS/cm,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
"Alkalinity, total",Total,353,mg/L,8/19/2002,2002,8,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
"Hardness, carbonate",Total,469,mg/L,2/21/2002,2002,2,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,649,uS/cm,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Selenium,Total Recoverable,1.37,ug/L,2/19/2002,2002,2,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Selenium,Total Recoverable,1.63,ug/L,2/21/2002,2002,2,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,633,uS/cm,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,650,uS/cm,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.63,None,8/22/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Total dissolved solids,Total,795,mg/L,8/12/2002,2002,8,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Aluminum,Total Recoverable,1090,ug/L,9/29/2002,2002,9,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
Iron,Total Recoverable,0.136,mg/L,7/24/2002,2002,7,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
Sum of anions,Total,14.89,meq/L,5/1/2002,2002,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Chloride,Dissolved,13,mg/L,10/21/2002,2002,10,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Sodium,Total Recoverable,102,mg/L,7/10/2002,2002,7,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Manganese,Total Recoverable,0.141,mg/L,9/29/2002,2002,9,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
"Hardness, carbonate",Total,357,mg/L,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.01,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.66,None,8/22/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
"Hardness, carbonate",Total,418,mg/L,6/3/2002,2002,6,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
pH,NA,8.47,None,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium,Total Recoverable,102,mg/L,7/6/2002,2002,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.17,None,8/8/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.17,None,6/26/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
Chloride,Dissolved,22.8,mg/L,9/29/2002,2002,9,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
pH,NA,8.01,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Magnesium,Total Recoverable,31.8,mg/L,7/8/2002,2002,7,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Iron,Total Recoverable,0.041,mg/L,7/6/2002,2002,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,36.2,%,7/10/2002,2002,7,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sulfate,Dissolved,207,mg/L,8/12/2002,2002,8,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Cations-Anions,Total,0.979,meq/L,10/21/2002,2002,10,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Iron,Total Recoverable,0.863,mg/L,9/18/2002,2002,9,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Calcium,Total Recoverable,80.8,mg/L,6/5/2002,2002,6,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.53,None,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Zinc,Total Recoverable,30.2,ug/L,6/3/2002,2002,6,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Manganese,Total Recoverable,0.086,mg/L,10/21/2002,2002,10,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Sum of anions,Total,6.108,meq/L,7/8/2002,2002,7,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
pH,NA,8.54,None,8/8/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.47,None,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Selenium,Total Recoverable,1.56,ug/L,7/24/2002,2002,7,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
"Alkalinity, total",Total,330,mg/L,8/18/2002,2002,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,650,uS/cm,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,2.51,None,4/29/2002,2002,4,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
pH,NA,8.4,None,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,0.142,mg/L,8/19/2002,2002,8,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
Cations-Anions,Total,2.65,%,7/8/2002,2002,7,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Sum of anions,Total,11.9,meq/L,7/10/2002,2002,7,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,637,uS/cm,9/17/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Conductivity,Total,1020,umho/cm,4/29/2002,2002,4,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
pH,Total,8.23,None,10/23/2002,2002,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Cations-Anions,Total,0.191,meq/L,4/29/2002,2002,4,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
pH,NA,8.01,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Zinc,Total Recoverable,10.6,ug/L,8/18/2002,2002,8,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
Chloride,Dissolved,24.1,mg/L,2/19/2002,2002,2,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Sodium,Total Recoverable,137,mg/L,2/19/2002,2002,2,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Specific conductance,NA,628,uS/cm,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Calcium,Total Recoverable,103,mg/L,5/1/2002,2002,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.6,None,8/12/2002,2002,8,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Aluminum,Total Recoverable,863,ug/L,6/5/2002,2002,6,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,636,uS/cm,9/17/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Sulfate,Dissolved,291,mg/L,8/19/2002,2002,8,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
pH,NA,8.03,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium,Total Recoverable,119,mg/L,6/5/2002,2002,6,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sodium,Total Recoverable,309,mg/L,8/18/2002,2002,8,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
Specific conductance,NA,593,uS/cm,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,Total,8.14,None,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,630,uS/cm,6/14/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
Sum of anions,Total,11.8,meq/L,7/6/2002,2002,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Iron,Total Recoverable,2.1,mg/L,8/12/2002,2002,8,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Sulfate,Dissolved,348,mg/L,9/18/2002,2002,9,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Calcium,Total Recoverable,62.3,mg/L,4/29/2002,2002,4,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
pH,NA,8,None,6/26/2002,2002,6,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.67,None,8/22/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,601,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Conductivity,Total,1100,umho/cm,8/18/2002,2002,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,3.52,None,8/12/2002,2002,8,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Conductivity,Total,1570,umho/cm,7/25/2002,2002,7,21NDHDWQ_WQX-385176,"Sheyenne River Nr Maddock, ND"
"Alkalinity, total",Total,318,mg/L,10/23/2002,2002,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Cations-Anions,Total,0.72,%,8/12/2002,2002,8,21NDHDWQ_WQX-385214,Sheyenne River SE of Kindred
Specific conductance,NA,654,uS/cm,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.13,None,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,-3.19,%,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,596,uS/cm,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,7.38,None,8/18/2002,2002,8,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
Specific conductance,NA,1775,uS/cm,8/18/2002,2002,8,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
Chloride,Dissolved,23.8,mg/L,6/5/2002,2002,6,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sodium,Total Recoverable,103,mg/L,7/6/2002,2002,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,36.7,%,6/8/2002,2002,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.24,None,7/11/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,637,uS/cm,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.02,None,8/28/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Conductivity,Total,1250,umho/cm,8/12/2002,2002,8,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Sulfate,Dissolved,515,mg/L,7/24/2002,2002,7,21NDHDWQ_WQX-385173,"Sheyenne River Nr Harvey, ND"
Specific conductance,NA,633,uS/cm,9/25/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.93,None,9/11/2002,2002,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.17,None,8/8/2002,2002,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Magnesium,Total Recoverable,53.6,mg/L,10/23/2002,2002,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Alkalinity, total",Total,367,mg/L,7/8/2002,2002,7,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
Specific conductance,NA,600,uS/cm,7/24/2002,2002,7,21NDHDWQ_WQX-382003,Lake Sakakawea
Selenium,Total Recoverable,NA,NA,8/18/2002,2002,8,21NDHDWQ_WQX-381171,Lake Ashtabula
